id,fct_code,name_en,name_bn,name_banglish,category,calories_100g,protein_g_100g,fat_g_100g,carbs_g_100g,fiber_g_100g,portion_local,portion_grams,glycemic_class,condition_flags,verified,review_portion_ok,review_glycemic_ok,review_flags_ok,review_comment
dumur,08_0013,"Fig, ripe, raw",ডুমুর,doomur|dumur|feeg|figh|fig|fyg,fruit,40,1.3,0.2,6.7,3.1,2 pieces,80,low,,yes,,,,
angur,08_0014,"Grapes, green, raw",আঙুর,aangoor|anghoor|ghrapes|graapes|grapesh|aangur|anghur|angoor|grapes|angur,fruit,94,0.5,0.6,20.2,2.9,1 bowl,100,high,diabetes_caution,yes,,,,
peyara,08_0015,"Guava, green, raw",পেয়ারা,peyaaraa|peeyara|peiaraa|peyaara|peyaraa|piyaara|ghuava|gooava|guaava|guabha|peaara|peiara|peyara|piiara|piyara|pyyara|guava|peara,fruit,63,1.0,0.5,10.9,5.4,1 medium,100,low,,yes,,,,
amra,08_0016,"Hog plum, raw",আমড়া,hog ploom|hogh plum|hog plum|aamrha|aamra|amrha|amra,fruit,51,1.1,0.8,8.9,1.6,1 medium,80,low,,yes,,,,
kathal,08_0017,"Jackfruit, ripe, raw",কাঁঠাল,jaackfruit|jachkfruit|jackfrooit|jackfrueet|jackhfruit|jackfruit|jackfruyt|zackfruit|kaanthal|kaathaal|khanthal|khathaal|kaathal|kanthal|kathaal|khathal|kaatal|kathal|khatal|katal,fruit,74,1.2,0.2,13.3,7.2,4 pieces,100,medium,,yes,,,,
kalojam,08_0018,"Jambolan (black plum), raw",কালোজাম,jaambolan|kaalo jam|khalo jam|jambolan|kaalojam|kalo jam|kalo zam|khalojam|zambolan|kalojam|kalozam|jaam|jam|zam,fruit,39,0.9,0.5,6.1,3.5,1 bowl,100,low,,yes,,,,
jamrul,08_0019,"Jambos (rose apple), raw",জামরুল,jaamrool|jaambos|jaamrul|jambosh|jamrool|zamrool|jambos|jamrul|zambos|zamrul,fruit,40,0.7,0.3,8.0,1.2,2 pieces,100,low,,yes,,,,
golapjam,08_0020,"Java apple, raw",গোলাপজাম,jaava apple|jabha apple|gholap jam|golaap jam|java apple|zava apple|gholapjam|golaapjam|golap jam|golap zam|golapjam|golapzam,fruit,35,0.7,0.2,6.9,1.6,2 pieces,100,low,,yes,,,,
boroi,08_0021,"Jujube, raw",বরই,joojube|boraai|boraee|boroee|jujube|zujube|borai|boray|boroi|boroy|khul|kool|kul,fruit,60,1.9,0.2,12.6,,1 bowl,100,medium,,yes,,,,
lebu,08_0022,"Lemon, Kagoji, raw",লেবু,kaagoji lebu|kaghoji lebu|kagojee lebu|kagoji leboo|khagoji lebu|kagoji lebu|kagojy lebu|kagozi lebu|leboo|lemon|lebu,fruit,56,0.8,1.0,10.2,1.3,1 piece,50,low,,yes,,,,
mushambee,08_0023,"Lime, sweet, raw",মুসাম্বি,shweet lime|sweet leeme|mooshambee|mushaambee|mushhambee|sweet lime|sweet lyme|mushambee|swit lime|moosambi|musaambi|musambee|mushambi|musambi|musamby,fruit,42,0.7,0.5,8.5,0.5,1 medium,100,low,,yes,,,,
lichu,08_0024,"Lychee, raw",লিচু,lychhee|leechi|leechu|lichee|lichhi|lichhu|lichoo|lychee|lichi|lichu|lycee|lychi|lychu|lici|licu,fruit,62,1.4,0.5,10.2,5.5,6 pieces,100,medium,,yes,,,,
aam_fazli,08_0025,"Mango, Fazli, ripe, raw",আম (ফজলি),faazli mango|fazlee mango|fazli mangho|fajli mango|fazli mango|fazly mango|aaam fazli|aam fazlee|faazli aam|fazlee aam|aam fajli|aam fazli|aam fazly|fajli aam|fazli aam|fazly aam|am fazli|fazli am,fruit,70,0.9,0.5,14.7,1.6,1 bowl,150,medium,,yes,,,,
aam_langra,08_0026,"Mango, Langra, ripe, raw",আম (ল্যাংড়া),laangra mango|langhra mango|langra mango|laangra aam|langhra aam|laangra am|langhra am|langra aam|langra am|paaka aam|pakha aam|paka aam|paka am|maango|mangho|mango|aaam|aamm|aam|amm|am,fruit,82,0.8,0.4,18.0,1.6,1 bowl,150,medium,diabetes_caution,yes,,,,
futi,08_0027,"Melon, Futi, ripe, raw",ফুটি,phooti|phutee|footi|futee|melon|phuti|phuty|futi|futy,fruit,17,0.3,0.2,3.1,1.0,1 bowl,150,low,,yes,,,,
dewa,08_0028,"Monkey-jack, raw",ডেউয়া,monkey jaack|monkey jachk|monkhey jack|monkei jack|monkey jack|monkey zack|deooa|deuaa|dewaa|deua|dewa,fruit,103,1.2,0.7,21.1,3.6,1 bowl,100,medium,,yes,,,,
bangee,08_0029,"Muskmelon, Bangee, ripe, raw",বাঙ্গি,mooskmelon|mushkmelon|muskhmelon|muskmelon|baangee|banghee|baangi|bangee|banghi|bangi|bangy,fruit,16,0.3,0.2,2.8,0.8,1 bowl,150,low,,yes,,,,
komolar_ross,08_0030,"Orange juice, raw (unsweetened)",কমলার রস,khomolar ross|komolaar ross|komolar roshs|oraange juice|orange jooice|orange jueece|orange juiche|oranghe juice|komolar ross|orange juice|orange juyce|orange zuice,fruit,9,0.2,0.1,1.7,0.2,1 glass,200,medium,,yes,,,,
komola,08_0031,"Orange, raw",কমলা,khomola|komolaa|oraange|oranghe|khomla|komlaa|komola|orange|komla,fruit,44,0.7,0.2,8.7,2.4,1 medium,130,low,,yes,,,,
malta,08_0032,"Orange, sweet, ripe, raw",মাল্টা,shweet orange|sweet oraange|sweet oranghe|sweet orange|swit orange|maalta|moltaa|malta|molta,fruit,49,0.2,0.1,10.7,2.4,1 medium,130,low,,yes,,,,
taal_shas,08_0033,"Palmyra palm, cotyledon, raw",তালের শাঁস,khochi tal|kochee tal|kochhi tal|kochi taal|taaal shas|taal shhas|kochi tal|kochy tal|taal shas|koci tal|taal sas|taalshas|tal shas|talshhas|talshas|talsas,fruit,31,0.6,0.1,6.9,0.3,2 pieces,100,low,,yes,,,,
taal,08_0034,"Palmyra palm pulp, ripe, raw",তাল,paalmyra|palmira|palmyra|taaal|taal|tal,fruit,78,0.5,0.4,17.8,0.7,1 bowl,100,medium,,yes,,,,
pepe_paka,08_0035,"Papaya, ripe, raw",পাকা পেঁপে,paaka pepe|pakha pepe|pepe paaka|pepe pakha|paka pepe|pepe paka|paapaya|papaia|papaya|pepaay|paape|pepai|pepay|pape|pepe,fruit,33,0.6,0.1,6.5,1.7,1 bowl,150,medium,,yes,,,,
gab,08_0036,"Persimmon, ripe, raw",গাব,beelati gab|bilaati gab|bilati ghab|bilati gab|bylati gab|perseemmon|pershimmon|persimmon|persymmon|gaab|ghab|gab,fruit,67,0.7,0.2,13.9,3.6,1 medium,100,medium,,yes,,,,
anaros_joldugee,08_0037,"Pineapple, Joldugee, ripe, raw",আনারস (জলডুগি),aanaros joldugee|anaros joldoogee|anaros joldughee|anarosh joldugee|anaros joldugee|anaros zoldugee|joldoogi anaros|joldugee anaros|joldughi anaros|joldugi aanaros|joldugi anarosh|anaros joldugi|joldugi anaros|joldugy anaros|zoldugi anaros,fruit,43,0.8,0.4,8.3,1.4,1 bowl,100,medium,,yes,,,,
anaros,08_0038,"Pineapple, ripe, raw",আনারস,peeneapple|pineaapple|pineapple|pyneapple|aanarosh|aannaros|anaroshh|annarosh|aananas|aanaros|ananash|anarosh|annaros|ananas|anaros,fruit,47,1.0,0.1,9.7,1.4,1 bowl,100,medium,,yes,,,,
bedana,08_0039,"Pomegranate, ripe, raw",বেদানা,pomeghranate|pomegraanate|pomegranate|bedaana|bedana|daalim|daleem|aanar|dalim|dalym|anar,fruit,67,1.6,0.2,12.7,4.0,1 bowl,100,medium,,yes,,,,
zambura,08_0040,"Pomelo, raw",জাম্বুরা,baatabi lebu|batabee lebu|batabi leboo|batabi lebu|bataby lebu|jaambura|jamboora|zaambura|zamboora|jambura|zambura|pomelo,fruit,38,0.4,0.3,7.7,1.0,1 bowl,100,low,,yes,,,,
tetul,08_0041,"Tamarind pulp, ripe, raw",তেঁতুল,taamarind|tamareend|tamarind|tamarynd|tentool|tentul|tetool|tetul,fruit,270,3.2,0.4,60.8,5.1,2 tbsp,30,high,diabetes_caution,yes,,,,
tarmuz,08_0042,"Watermelon, ripe, raw",তরমুজ,waatermelon|watermelon|taarmuj|taarmuz|tarmooj|tarmooz|tormooj|tormooz|tarmuj|tarmuz|tormuj|tormuz,fruit,22,0.5,0.2,4.4,0.4,1 bowl,200,high,,yes,,,,
bel,08_0043,"Wood apple, ripe, raw",বেল,wood aapple|wood apple|wud apple|bel,fruit,111,2.9,0.3,20.9,7.0,1 bowl,100,medium,,yes,,,,
fesha_shutki,09_0001,"Anchovy, Gangetic hairfin, dried",ফেসা শুঁটকি,dreeed anchovy|dried aanchovy|dried anchhovy|dried anchobhy|dried anchovi|dried anchovy|dryed anchovy|fesha shootki|fesha shutkee|fesha shutkhi|feshaa shutki|feshha shutki|dried ancovy|fesha shutki|fesha shutky|fesa shutki|shhutki|shootki|shutkee|shutkhi|shutki|shutky|sutki,fish,328,70.9,4.9,0.0,0.0,1 bowl,50,low,hypertension_caution,yes,,,,
fesha,09_0002,"Anchovy, Gangetic hairfin, raw",ফেসা মাছ,fesha machh|feshaa mach|feshha mach|fesha mach|fesa mach|fesha mac|feshaa|feshha|fesha|fesa,fish,105,17.7,3.8,0.0,0.0,1 piece,75,low,,yes,,,,
olua,09_0003,"Anchovy, gold spotted grenadier, raw",ওলুয়া,olooa mach|olua machh|oluaa mach|olua mach|olua mac|olooa|oluaa|olua,fish,71,13.2,2.1,0.0,0.0,1 piece,75,low,,yes,,,,
fesha_teli,09_0004,"Anchovy, scaly hairfin, raw",তেলি ফেসা,fesha telee|feshaa teli|feshha teli|telee fesha|teli feshaa|teli feshha|fesha teli|fesha tely|teli fesha|tely fesha|fesa teli|teli fesa,fish,101,19.3,2.7,0.0,0.0,1 piece,75,low,,yes,,,,
sorpunti,09_0005,"Barb, olive, raw",সরপুঁটি,shhorputi|shorpooti|shorpunti|shorputee|sorpoonti|sorpuntee|shorputi|shorputy|sorpunti|sorpunty|sorputi|poonti|puntee|punti|punty,fish,175,17.4,11.7,0.0,0.0,1 piece,75,low,,yes,,,,
sorpunti_kata_chara,09_0006,"Barb, olive, without bones, raw",সরপুঁটি (কাঁটা ছাড়া),shorpunti kata chara|sorpoonti kata chara|sorpuntee kata chara|sorpunti kaata chara|sorpunti kata chhara|sorpunti khata chara|sorpunti kata chara|sorpunty kata chara|sorpunti kata cara,fish,175,17.4,11.7,0.0,0.0,1 piece,75,low,,yes,,,,
punti,09_0007,"Barb, pool barb, raw",পুঁটি,bhadi punti|vaadi punti|vadee punti|vadi poonti|pool baarb|vadi punti|vady punti|pool barb|pul barb|poonti|puntee|pooti|punti|punty|putee|puti|puty,fish,139,17.6,7.6,0.0,0.0,1 bowl,75,low,,yes,,,,
punti_kata_chara,09_0008,"Barb, pool barb, without bones, raw",পুঁটি (কাঁটা ছাড়া),poonti kata chara|puntee kata chara|punti kaata chara|punti kata chhara|punti khata chara|punti kata chara|punty kata chara|punti kata cara,fish,94,17.6,2.6,0.0,0.0,1 bowl,75,low,,yes,,,,
bata_mach,09_0009,"Bata, raw",বাটা মাছ,baata mach|bata machh|bata mach|bata mac|baata|bata,fish,106,15.9,4.7,0.0,0.0,1 piece,75,low,,yes,,,,
boal,09_0010,"Boal, without bones, raw",বোয়াল,boaal mach|boal machh|boal mach|boal mac|boaal|boal,fish,80,15.4,2.1,0.0,0.0,1 piece,75,low,,yes,,,,
foli,09_0011,"Bronze featherback, raw",ফলি,feaatherback|featherbachk|featherbackh|featherback|folee mach|foli maach|foli machh|foli mach|foly mach|foli mac|folee|foli|foly,fish,80,17.8,1.0,0.0,0.0,1 piece,75,low,,yes,,,,
kalbaush,09_0012,"Calbasu, without bones, raw",কালবাউশ,kaalibaush|kaleebaush|kalibaoosh|kalibaushh|khalibaush|kaalbaush|kalbaoosh|kalbaushh|kalibaush|kalybaush|khalbaush|caalbasu|calbashu|calbasoo|chalbasu|kalbaush|kalibaus|calbasu|kalbaus,fish,95,17.0,3.0,0.0,0.0,1 piece,75,low,,yes,,,,
bacha,09_0013,"Catfish, Bacha, raw",বাচা মাছ,baacha mach|bachha mach|bacha mach|baca mach|baacha|bachha|bacha|baca,fish,122,16.1,6.4,0.0,0.0,1 piece,75,low,,yes,,,,
pabda,09_0014,"Catfish, Pabda, raw",পাবদা,paabda mach|pabda machh|pabda mach|pabda mac|paabda|paapda|pabda|papda,fish,95,17.3,2.8,0.0,0.0,1 piece,75,low,,yes,,,,
katla,09_0015,"Catla, raw",কাতলা,kaatla mach|katla machh|khatla mach|katla mach|katla mac|kaaatla|khaatla|caatla|chatla|kaatla|kaatol|khatla|khatol|catla|katla|katol,fish,103,19.9,2.6,0.0,0.0,1 piece,75,low,,yes,,,,
chanda,09_0016,"Chanda, Indian glassy fish, raw",চান্দা মাছ,raanga chanda|ranga chhanda|rangha chanda|chaanda mach|chhanda mach|ranga chanda|chanda mach|ranga canda|canda mach|chaanda|chhanda|chanda|canda,fish,115,15.5,5.9,0.0,0.0,1 bowl,75,low,,yes,,,,
koi_deshi,09_0017,"Climbing perch, indigenous, raw",দেশি কই,chlimbing perch|cleembing perch|climbingh perch|climbing perch|clymbing perch|climbing perc|deshee koi|deshhi koi|deshi khoi|deshi koi|deshy koi|khoi mach|koee mach|koi maach|koi machh|desi koi|koi mach|koy mach|koi mac|kaai|kaee|khai|khoi|khoy|koee|kai|kay|koi|koy,fish,130,17.5,6.6,0.0,0.0,1 piece,75,low,,yes,,,,
koi_thai,09_0018,"Climbing perch, Thai, raw",থাই কই,khoi thai|koee thai|koi thaai|thaai koi|thaee koi|thai khoi|koi thai|koy thai|thai koi|thay koi,fish,139,17.5,7.7,0.0,0.0,1 piece,75,low,,yes,,,,
chital,09_0019,"Clown knife fish, without bones, raw",চিতল,cheetal mach|chhital mach|chitaal mach|chital mach|chytal mach|cital mach|cheetal|cheetol|chhital|chhitol|chitaal|chital|chitol|chytal|chytol|cital|citol,fish,96,17.8,2.8,0.0,0.0,1 piece,75,low,,yes,,,,
common_carp,09_0020,"Common carp, without bones, raw",কমন কার্প,chommon carp|common caarp|common carp|caarp|charp|carp,fish,88,18.7,1.5,0.0,0.0,1 piece,75,low,,yes,,,,
poa,09_0021,"Croaker, black spotted, without bones, raw",পোয়া মাছ,poa machh|poaa mach|chroaker|croaaker|croakher|poa mach|croaker|poa mac|poaa|poa,fish,100,18.6,2.9,0.0,0.0,1 piece,75,low,,yes,,,,
tengra,09_0022,"Day's mystus, raw",টেংরা,tenghra mach|tengra machh|tengraa mach|tengra mach|tengra mac|taangra|tanghra|tengdaa|tenghda|tenghra|tengraa|tangra|tengda|tengra,fish,114,18.2,4.6,0.0,0.0,1 bowl,75,low,,yes,,,,
macher_gada,09_0023,"Fish (Catla, Mrigal, Rohu), dorsal, raw",মাছের গাদা,maacher gada|macher ghada|machher gada|macher gada|macer gada|gaada|ghada|gada,fish,104,19.7,2.8,0.0,0.0,1 piece,75,low,,yes,,,,
macher_peti,09_0024,"Fish (Catla, Mrigal, Rohu), ventral, raw",মাছের পেটি,maacher peti|macher petee|machher peti|macher peti|macher pety|macer peti|petee|peti|pety,fish,130,21.4,4.9,0.0,0.0,1 piece,75,low,,yes,,,,
kachki,09_0025,"Ganges river sprat, raw",কাচকি,kaachki mach|kachhki mach|kachkee mach|khachki mach|kachki mach|kachky mach|kacki mach|kaachki|kachhki|kachkee|khachki|kachki|kachky|kacki,fish,93,16.1,3.2,0.0,0.0,1 bowl,75,low,,yes,,,,
kajuli,09_0026,"Gangetic ailia, raw",কাজুলি,kaajoli|kaajuli|kajolee|kajooli|kajulee|khajoli|khajuli|kajoli|kajoly|kajuli|kajuly|kazoli|kazuli,fish,117,15.3,6.2,0.0,0.0,1 piece,75,low,,yes,,,,
gulsha,09_0027,"Gangetic mystus, raw",গুলশা,ghulsha tengra|goolsha tengra|gulshaa tengra|gulshha tengra|gulsha tengra|gulsa tengra|ghulsha|goolsha|gulshaa|gulshha|ghulsa|goolsa|gulsaa|gulsha|gulsa,fish,86,15.4,2.7,0.0,0.0,1 bowl,75,low,,yes,,,,
guizza,09_0028,"Giant river catfish, raw",গুইজ্জা,ghuizza|gooizza|gueezza|guizzaa|ghujia|goojia|guijza|guizza|gujeea|gujiaa|guyzza|gujia|gujya|guzia|aair|aeer|air|ayr,fish,75,15.9,1.3,0.0,0.0,1 piece,75,low,,yes,,,,
vetkee_shutki,09_0029,"Giant sea perch, whole, dried",ভেটকি শুঁটকি,bhetkee shutki|vetkee shhutki|vetkee shootki|vetkee shutkee|vetkhee shutki|bhetki shutki|vetkee shutki|vetkee shutky|vetkhi shutki|vetki shhutki|vetki shootki|vetkee sutki|vetki shutki|vetky shutki|vetki sutki,fish,318,60.2,8.6,0.0,0.0,1 bowl,50,low,hypertension_caution,yes,,,,
vetkee,09_0030,"Giant sea perch, without bones, raw",ভেটকি,bhetkee|bhetkhi|vetkhee|bhetki|bhetky|vetkee|vetkhi|vetki|vetky,fish,96,18.6,2.5,0.0,0.0,1 piece,75,low,,yes,,,,
bele,09_0031,"Goby, tank goby, raw",বেলে মাছ,bele maach|bele machh|bele mach|bele mac|ghoby|bele|gobi|goby,fish,81,14.7,2.5,0.0,0.0,1 piece,75,low,,yes,,,,
khailsa,09_0032,"Gourami, banded, raw",খলিশা,khaalisha|khaleesha|khalishha|khhalisha|khhoilsha|khoeelsha|khoilshaa|khoilshha|khaailsa|khaeelsa|khailsha|khalisha|khalysha|khhailsa|khoilsha|khoylsha|kalisha|khailsa|khalisa|khaylsa|khoilsa|koilsha|kailsa,fish,105,15.8,4.6,0.0,0.0,1 bowl,75,low,,yes,,,,
ilish,09_0033,"Hilsha, without bones, raw",ইলিশ,paadma ilish|padma eelish|padma ilishh|eelish mach|eelsha mach|ilish maach|ilish machh|ilishh mach|ilsha machh|ilshaa mach|ilshha mach|padma ilish|padma ylish|ilish mach|ilsha mach|padma ilis|ylish mach|ylsha mach|ilis mach|ilish mac|ilsa mach|ilsha mac|eleesha|elishaa|elishha|heelsah|heelsha|hilsaah|hilshaa|hilshah|hilshha|eelish|eelsha|eleesh|elisha|elishh|elysha|heelsa|hilsaa|hilsah|hilsha|hylsah|hylsha|ilishh|ilshaa|ilshha|elisa|elish|elysh|hilsa|hylsa|ilish|ilsha|ylish|ylsha|elis|ilis|ilsa,fish,223,18.0,16.8,0.0,0.0,1 piece,75,low,,yes,,,,
chapila,09_0034,"Indian river shad, raw",চাপিলা,chaapila mach|chapeela mach|chhapila mach|chapila mach|chapyla mach|capila mach|chaapila|chapeela|chhapila|chapila|chapyla|capila,fish,106,15.4,4.9,0.0,0.0,1 bowl,75,low,,yes,,,,
lakkha,09_0035,"Indian threadfin, without bones, raw",লাক্ষা,threaadfin|threadfeen|threadfin|threadfyn|laakkha|laaksha|lakhkha|lakhsha|lakshha|lakkha|laksha|lakka|laksa,fish,100,20.3,2.1,0.0,0.0,1 piece,75,low,,yes,,,,
surma,09_0036,"Indo-Pacific king mackerel, without bones, raw",সুরমা,keeng mackerel|khing mackerel|king maackerel|king machkerel|kingh mackerel|king mackerel|kyng mackerel|beejoram|bijoraam|bijoram|bizoram|byjoram|shurma|soorma|surmaa|surma,fish,102,20.9,2.0,0.0,0.0,1 piece,75,low,,yes,,,,
gonia,09_0037,"Kuria labeo, without bones, raw",ঘনিয়া,khuria labeo|kooria labeo|kureea labeo|kuriaa labeo|kuria labeo|kurya labeo|ghaania|ghaneea|ghhania|ghania|ghanya|ghonia|goneea|goniaa|gania|gonia|gonya,fish,109,17.6,4.3,0.0,0.0,1 piece,75,low,,yes,,,,
ayre,09_0038,"Long-whiskered catfish, without bones, raw",আইড়,aaire mach|aeere mach|aire machh|aire mach|ayre mach|aire mac|aayre|aair|aeer|aire|ayre|air|ayr,fish,89,17.0,2.3,0.0,0.0,1 piece,75,low,,yes,,,,
chompa,09_0039,"Mackerel, narrow-barred Spanish, raw",চম্পা,shpanish mackerel|spaanish mackerel|spaneesh mackerel|spanish machkerel|spanish mackherel|spanish mackerel|spanysh mackerel|spanis mackerel|chaampa|chhampa|chhompa|chompaa|champa|chompa|campa|compa,fish,112,19.8,3.6,0.0,0.0,1 piece,75,low,,yes,,,,
chela,09_0040,"Minnow, finescale razorbelly, raw",চেলা,chelaa mach|chhela mach|chela mach|cela mach|foolchela|fulchelaa|fulchhela|fulchela|fulcela|chelaa|chhela|chela|cela,fish,95,15.3,3.7,0.0,0.0,1 bowl,75,low,,yes,,,,
chela_shukna,09_0041,"Minnow, finescale razorbelly, dried",চেলা শুঁটকি,chela shhukna|chela shhutki|chela shookna|chela shootki|chela shukhna|chela shutkee|chela shutkhi|chelaa shukna|chelaa shutki|chhela shukna|chhela shutki|chela shukna|chela shutki|chela shutky|cela shukna|cela shutki|chela sukna|chela sutki,fish,412,64.8,17.0,0.0,0.0,1 bowl,50,low,hypertension_caution,yes,,,,
chela_narkeli,09_0042,"Minnow, large scale razorbelly, raw",নারকেলি চেলা,chela narkelee|chela narkheli|chelaa narkeli|chhela narkeli|naarkeli chela|narkelee chela|narkeli chhela|narkheli chela|chela narkeli|chela narkely|narkeli chela|narkely chela|cela narkeli|narkeli cela,fish,119,18.1,5.2,0.0,0.0,1 bowl,75,low,,yes,,,,
mola,09_0043,"Mola carplet, whole, raw",মলা,mola machh|molaa mach|mola mach|mola mac|molaa|moaa|mola|moa,fish,108,17.1,4.4,0.0,0.0,1 bowl,75,low,,yes,,,,
mrigal,09_0044,"Mrigal carp, raw",মৃগেল,mreegal|mreegel|mrigaal|mrighal|mrighel|meerka|mirkaa|mirkha|mrigal|mrigel|mrygal|mrygel|mirka|myrka,fish,102,18.6,3.0,0.0,0.0,1 piece,75,low,,yes,,,,
parshe,09_0045,"Mullet, gold spot, raw",পারশে,moollet|paarshe|parshhe|mullet|paarse|parshe|parse,fish,120,18.7,5.0,0.0,0.0,1 piece,75,low,,yes,,,,
jhinuk,09_0046,"Mussel/clam, mixed species, raw",ঝিনুক,jheenuk mach|jhinook mach|jhinuk maach|jhinuk machh|jhinukh mach|jhinuk mach|jhynuk mach|zhinuk mach|jhinuk mac|jheenuk|jhinook|jhinukh|moossel|mushsel|jhinuk|jhynuk|mussel|zhinuk|chlam|claam|clam,fish,60,11.6,1.5,0.0,0.0,1 bowl,75,low,,yes,,,,
pangas,09_0047,"Pangas, without bones, raw",পাঙ্গাস,paangas mach|pangas machh|pangash mach|panghas mach|pangas mach|paangasius|pangas mac|pangaseeus|pangashius|pangasioos|panghasius|pangasius|pangasyus|paangash|pangashh|panghash|paangas|paangus|pangash|panghas|panghus|pangoos|pangush|pangas|pangus,fish,162,15.9,11.0,0.0,0.0,1 piece,75,low,,yes,,,,
meni,09_0048,"Perch, mud, raw",মেনি মাছ,menee mach|meni maach|meni machh|meni mach|meny mach|meni mac|bhedaa|bheda|menee|meni|meny|veda,fish,99,15.8,4.0,0.0,0.0,1 piece,75,low,,yes,,,,
rupchanda_kalo,09_0049,"Pomfret, black, raw",কালো রূপচাঁদা,kaalo rupchanda|kalo roopchanda|kalo rupchhanda|khalo rupchanda|blaack pomfret|blachk pomfret|blackh pomfret|kalo rupchanda|black pomfret|kalo rupcanda,fish,112,19.6,3.7,0.0,0.0,1 piece,75,low,,yes,,,,
rupchanda_china,09_0050,"Pomfret, Chinese silver, raw",চায়না রূপচাঁদা,cheena rupchanda|cheenese pomfret|chhina rupchanda|chhinese pomfret|china roopchanda|chinaa rupchanda|chineshe pomfret|china rupchanda|chinese pomfret|chyna rupchanda|chynese pomfret|cina rupchanda|cinese pomfret,fish,103,15.9,4.4,0.0,0.0,1 piece,75,low,,yes,,,,
rupchanda_shutki,09_0051,"Pomfret, silver, dried",রূপচাঁদা শুঁটকি,roopchanda shutki|rupchaanda shutki|rupchanda shhutki|rupchanda shutkee|rupchanda shutkhi|rupchhanda shutki|rupchanda shutki|rupchanda shutky|pomfret shhutki|pomfret shootki|pomfret shutkee|pomfret shutkhi|rupcanda shutki|rupchanda sutki|pomfret shutki|pomfret shutky|pomfret sutki,fish,349,62.1,11.2,0.0,0.0,1 bowl,50,low,hypertension_caution,yes,,,,
rupchanda,09_0052,"Pomfret, silver, without bones, raw",রূপচাঁদা,roopchanda|rupchaanda|rupchhanda|roopchada|rupchaada|rupchanda|rupchhada|rupcanda|rupchada|pomfret|rupcada,fish,108,17.9,4.0,0.0,0.0,1 piece,75,low,,yes,,,,
chingri_birma,09_0053,"Prawn, Birma river, raw",বার্মা নদীর চিংড়ি,beerma chingri|birma chhingri|birma chinghri|birmaa chingri|birma chingri|byrma chingri|birma cingri,fish,86,18.8,1.3,0.0,0.0,1 bowl,75,low,,yes,,,,
chingri_golda,09_0054,"Prawn, giant river (golda), raw",গলদা চিংড়ি,gholda chingri|golda cheengri|golda chhingri|goldaa chingri|golda chingri|golda chyngri|golda cingri|cheengdi|cheengri|cheengry|chhingdi|chhingri|chhingry|chinghdi|chinghri|chinghry|chingdi|chingri|chingry|chyngdi|chyngri|chyngry|cingdi|cingri|cingry|gholda|goldaa|praawn|eecha|golda|ichaa|ichha|prawn|icha|ycha|ica,fish,102,20.9,2.0,0.0,0.0,1 bowl,75,low,,yes,,,,
chingri_bagda,09_0055,"Prawn, giant tiger (bagda), raw",বাগদা চিংড়ি,baagda chingri|bagda cheengri|bagda chhingri|baghda chingri|bagda chingri|bagda chyngri|bagda cingri|teeger prawn|tiger praawn|tigher prawn|tiger prawn|tyger prawn|baagda|baghda|bagda,fish,92,16.5,2.9,0.0,0.0,1 bowl,75,low,,yes,,,,
chingri_hairy,09_0056,"Prawn, hairy river, raw",চিংড়ি,cheengri mach|chhingri mach|chinghri mach|chingri maach|chingri mach|chyngri mach|cingri mach|cheengri|chhingri|chinghri|chingri|chyngri|cingri|praawn|prawn,fish,75,17.6,0.6,0.0,0.0,1 bowl,75,low,,yes,,,,
chingri_sada,09_0057,"Prawn, Indian white, raw",সাদা চিংড়ি,saada chingri|sada cheengri|sada chhingri|sada chinghri|shada chingri|sada chingri|sada chyngri|wheete prawn|white praawn|sada cingri|white prawn|whyte prawn,fish,95,16.4,3.3,0.0,0.0,1 bowl,75,low,,yes,,,,
chingri_nodir,09_0058,"Prawn, monsoon river, raw",নদীর চিংড়ি,nodeer chingri|nodir chhingri|nodir chinghri|nodir chingri|nodyr chingri|nodir cingri|reever prawn|ribher prawn|river praawn|river prawn|ryver prawn,fish,79,18.2,0.7,0.0,0.0,1 bowl,75,low,,yes,,,,
rui_nodir,09_0059,"Rohu, river, raw",নদীর রুই,nodeer rui|nodir rooi|rooi nodir|ruee nodir|nodir rui|nodyr rui|rui nodir|ruy nodir,fish,90,16.6,2.7,0.0,0.0,1 piece,75,low,,yes,,,,
rui,09_0060,"Rohu, without bones, raw",রুই মাছ,rohoo fish|rohu feesh|rohu fishh|rohu fish|rohu fysh|rooi mach|ruee mach|rui maach|rui machh|rohu fis|rui mach|ruy mach|rui mac|roohee|rohoo|rooee|roohi|ruhee|rohu|rooi|ruee|ruhi|ruhy|rui|ruy,fish,105,20.6,2.6,0.0,0.0,1 piece,75,low,,yes,,,,
chingri_horina,09_0061,"Shrimp, speckled (horina), raw",হরিণা চিংড়ি,horeena chingri|horina chhingri|horina chinghri|horinaa chingri|horina chingri|horyna chingri|horina cingri|horeena|horinaa|horina|horyna,fish,81,17.0,1.4,0.0,0.0,1 bowl,75,low,,yes,,,,
silver_carp,09_0062,"Silver carp, without bones, raw",সিলভার কার্প,seelvar carp|seelver carp|shilvar carp|shilver carp|silbhar carp|silbher carp|silvaar carp|silvar charp|silver caarp|silver charp|silvar carp|silver carp|sylvar carp|sylver carp,fish,123,17.5,6.0,0.0,0.0,1 piece,75,low,,yes,,,,
